Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,LeadTime,Cluster
3015,US-2022-129854-CHO-SCR-58000,22-08-2024,16-02-2028,3,129854,United States,New York City,New York,10009,0,0,CHO-SCR-58000,12,14.4,4,10.0,4.4,3,2
3016,US-2022-132080-CHO-NUT-13000,22-08-2024,15-02-2028,0,132080,United States,New York City,New York,10035,0,0,CHO-NUT-13000,10,20.94,6,14.94,6.0,7,1
3017,US-2022-114468-CHO-MIL-31000,23-08-2024,13-02-2028,1,114468,United States,Bolingbrook,Illinois,60440,0,2,CHO-MIL-31000,9,6.5,2,4.22,2.28,3,0
3018,US-2022-165624-CHO-NUT-13000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-NUT-13000,10,10.47,3,7.47,3.0,5,0
3019,US-2022-165624-CHO-NUT-13000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-NUT-13000,10,10.47,3,7.47,3.0,3,0
3020,US-2022-114468-CHO-TRI-54000,23-08-2024,13-02-2028,1,114468,United States,Bolingbrook,Illinois,60440,0,2,CHO-TRI-54000,11,30.0,8,19.6,10.4,2,1
3021,US-2022-165624-CHO-MIL-31000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-MIL-31000,9,9.75,3,6.33,3.42,2,0
3022,US-2022-114468-CHO-TRI-54000,23-08-2024,13-02-2028,1,114468,United States,Bolingbrook,Illinois,60440,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1,0
3023,US-2022-165624-CHO-TRI-54000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-TRI-54000,11,18.75,5,12.25,6.5,2,2
3024,US-2022-165624-CHO-FUD-51000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-FUD-51000,8,7.2,2,4.8,2.4,6,0
3025,US-2022-165624-CHO-SCR-58000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-SCR-58000,12,18.0,5,12.5,5.5,3,2
3026,US-2022-114468-CHO-TRI-54000,23-08-2024,13-02-2028,1,114468,United States,Bolingbrook,Illinois,60440,0,2,CHO-TRI-54000,11,15.0,4,9.8,5.2,2,2
3027,US-2022-165624-CHO-SCR-58000,23-08-2024,18-02-2028,3,165624,United States,Atlanta,Georgia,30318,0,1,CHO-SCR-58000,12,32.4,9,22.5,9.9,5,1
3028,US-2022-113740-CHO-MIL-31000,24-08-2024,18-02-2028,2,113740,United States,New York City,New York,10035,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,7,0
3029,US-2022-139584-CHO-SCR-58000,24-08-2024,18-02-2028,3,139584,United States,New York City,New York,10009,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,7,0
3030,US-2022-146563-CHO-SCR-58000,24-08-2024,18-02-2028,3,146563,United States,Arlington,Texas,76017,0,2,CHO-SCR-58000,12,18.0,5,12.5,5.5,1,2
3031,US-2022-169299-CHO-FUD-51000,24-08-2024,16-02-2028,0,169299,United States,Portland,Oregon,97206,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,7,0
3032,US-2022-146563-CHO-FUD-51000,24-08-2024,18-02-2028,3,146563,United States,Arlington,Texas,76017,0,2,CHO-FUD-51000,8,10.8,3,7.2,3.6,3,0
3033,US-2022-123939-CHO-MIL-31000,24-08-2024,16-02-2028,2,123939,United States,Bowling Green,Ohio,43402,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1,0
3034,US-2022-146563-CHO-FUD-51000,24-08-2024,18-02-2028,3,146563,United States,Arlington,Texas,76017,0,2,CHO-FUD-51000,8,25.2,7,16.8,8.4,3,1
3036,US-2022-123939-CHO-TRI-54000,24-08-2024,16-02-2028,2,123939,United States,Bowling Green,Ohio,43402,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1,0
3037,US-2022-139584-CHO-TRI-54000,24-08-2024,18-02-2028,3,139584,United States,New York City,New York,10009,0,0,CHO-TRI-54000,11,7.5,2,4.9,2.6,4,0
3038,US-2022-102491-CHO-NUT-13000,24-08-2024,18-02-2028,3,102491,United States,Florence,Kentucky,41042,0,1,CHO-NUT-13000,10,13.96,4,9.96,4.0,6,2
3039,US-2022-102491-CHO-MIL-31000,24-08-2024,18-02-2028,3,102491,United States,Florence,Kentucky,41042,0,1,CHO-MIL-31000,9,22.75,7,14.77,7.98,6,1
3040,US-2022-123939-CHO-MIL-31000,24-08-2024,16-02-2028,2,123939,United States,Bowling Green,Ohio,43402,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,3,0
3041,US-2022-102491-CHO-SCR-58000,24-08-2024,18-02-2028,3,102491,United States,Florence,Kentucky,41042,0,1,CHO-SCR-58000,12,10.8,3,7.5,3.3,7,0
3042,US-2022-139759-CHO-SCR-58000,25-08-2024,20-02-2028,3,139759,United States,Los Angeles,California,90045,0,3,CHO-SCR-58000,12,3.6,1,2.5,1.1,4,0
3043,US-2022-168809-CHO-TRI-54000,25-08-2024,15-02-2028,1,168809,United States,Houston,Texas,77041,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1,0
3044,US-2022-168809-CHO-MIL-31000,25-08-2024,15-02-2028,1,168809,United States,Houston,Texas,77041,0,2,CHO-MIL-31000,9,16.25,5,10.55,5.7,4,2
3045,US-2022-139759-CHO-TRI-54000,25-08-2024,20-02-2028,3,139759,United States,Los Angeles,California,90045,0,3,CHO-TRI-54000,11,15.0,4,9.8,5.2,4,2
3046,US-2022-168809-CHO-MIL-31000,25-08-2024,15-02-2028,1,168809,United States,Houston,Texas,77041,0,2,CHO-MIL-31000,9,3.25,1,2.11,1.14,7,0
3047,US-2022-113040-CHO-SCR-58000,27-08-2024,21-02-2028,3,113040,United States,Los Angeles,California,90045,0,3,CHO-SCR-58000,12,3.6,1,2.5,1.1,1,0
3048,US-2022-101707-CHO-TRI-54000,27-08-2024,22-02-2028,3,101707,United States,San Diego,California,92105,0,3,CHO-TRI-54000,11,3.75,1,2.45,1.3,5,0
3049,US-2022-101707-CHO-SCR-58000,27-08-2024,22-02-2028,3,101707,United States,San Diego,California,92105,0,3,CHO-SCR-58000,12,18.0,5,12.5,5.5,7,2
3050,US-2022-126445-CHO-TRI-54000,27-08-2024,21-02-2028,3,126445,United States,Murrieta,California,92563,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,4,0
3051,US-2022-101707-CHO-SCR-58000,27-08-2024,22-02-2028,3,101707,United States,San Diego,California,92105,0,3,CHO-SCR-58000,12,10.8,3,7.5,3.3,4,0
3052,US-2022-121188-CHO-NUT-13000,28-08-2024,25-02-2028,3,121188,United States,Los Angeles,California,90049,0,3,CHO-NUT-13000,10,6.98,2,4.98,2.0,5,0
3053,US-2022-121188-CHO-MIL-31000,28-08-2024,25-02-2028,3,121188,United States,Los Angeles,California,90049,0,3,CHO-MIL-31000,9,6.5,2,4.22,2.28,4,0
3054,US-2022-166219-CHO-SCR-58000,28-08-2024,22-02-2028,3,166219,United States,Dallas,Texas,75081,0,2,CHO-SCR-58000,12,3.6,1,2.5,1.1,4,0
3055,US-2022-121188-CHO-NUT-13000,28-08-2024,25-02-2028,3,121188,United States,Los Angeles,California,90049,0,3,CHO-NUT-13000,10,17.45,5,12.45,5.0,4,2
3057,US-2022-121188-CHO-FUD-51000,28-08-2024,25-02-2028,3,121188,United States,Los Angeles,California,90049,0,3,CHO-FUD-51000,8,18.0,5,12.0,6.0,7,2
3059,US-2022-100377-CHO-SCR-58000,28-08-2024,22-02-2028,3,100377,United States,Chicago,Illinois,60623,0,2,CHO-SCR-58000,12,18.0,5,12.5,5.5,7,2
3060,US-2022-121188-CHO-TRI-54000,28-08-2024,25-02-2028,3,121188,United States,Los Angeles,California,90049,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,5,0
3061,US-2022-166219-CHO-MIL-31000,28-08-2024,22-02-2028,3,166219,United States,Dallas,Texas,75081,0,2,CHO-MIL-31000,9,16.25,5,10.55,5.7,4,2
3062,US-2022-108532-CHO-NUT-13000,29-08-2024,23-02-2028,3,108532,United States,Detroit,Michigan,48234,0,2,CHO-NUT-13000,10,24.43,7,17.43,7.0,7,1
3063,US-2022-108532-CHO-SCR-58000,29-08-2024,23-02-2028,3,108532,United States,Detroit,Michigan,48234,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,6,0
3064,US-2022-111514-CHO-TRI-54000,31-08-2024,23-02-2028,0,111514,United States,San Francisco,California,94122,0,3,CHO-TRI-54000,11,26.25,7,17.15,9.1,5,1
3065,US-2022-111514-CHO-SCR-58000,31-08-2024,23-02-2028,0,111514,United States,San Francisco,California,94122,0,3,CHO-SCR-58000,12,18.0,5,12.5,5.5,3,2
3066,US-2022-112319-CHO-MIL-31000,31-08-2024,26-02-2028,3,112319,United States,Los Angeles,California,90004,0,3,CHO-MIL-31000,9,29.25,9,18.99,10.26,7,1
3067,US-2022-142139-CHO-MIL-31000,31-08-2024,26-02-2028,3,142139,United States,Bedford,Texas,76021,0,2,CHO-MIL-31000,9,13.0,4,8.44,4.56,3,2
3068,US-2022-111514-CHO-SCR-58000,31-08-2024,23-02-2028,0,111514,United States,San Francisco,California,94122,0,3,CHO-SCR-58000,12,3.6,1,2.5,1.1,4,0
3069,US-2022-111514-OTH-GUM-21000,31-08-2024,23-02-2028,0,111514,United States,San Francisco,California,94122,1,3,OTH-GUM-21000,13,3.75,3,1.95,1.8,6,0
3070,US-2022-157805-CHO-MIL-31000,31-08-2024,25-02-2028,3,157805,United States,San Diego,California,92037,0,3,CHO-MIL-31000,9,16.25,5,10.55,5.7,6,2
3071,US-2022-104626-CHO-MIL-31000,01-09-2024,29-02-2028,3,104626,United States,Franklin,Massachusetts,2038,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,7,0
3072,US-2022-104626-CHO-FUD-51000,01-09-2024,29-02-2028,3,104626,United States,Franklin,Massachusetts,2038,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,5,0
3073,US-2022-104626-CHO-FUD-51000,01-09-2024,29-02-2028,3,104626,United States,Franklin,Massachusetts,2038,0,0,CHO-FUD-51000,8,18.0,5,12.0,6.0,5,2
3074,US-2022-137946-CHO-SCR-58000,01-09-2024,25-02-2028,2,137946,United States,Los Angeles,California,90045,0,3,CHO-SCR-58000,12,3.6,1,2.5,1.1,6,0
3075,US-2022-137946-CHO-SCR-58000,01-09-2024,25-02-2028,2,137946,United States,Los Angeles,California,90045,0,3,CHO-SCR-58000,12,14.4,4,10.0,4.4,5,2
3076,US-2022-104626-CHO-TRI-54000,01-09-2024,29-02-2028,3,104626,United States,Franklin,Massachusetts,2038,0,0,CHO-TRI-54000,11,22.5,6,14.7,7.8,6,1
3077,US-2022-137946-CHO-TRI-54000,01-09-2024,25-02-2028,2,137946,United States,Los Angeles,California,90045,0,3,CHO-TRI-54000,11,7.5,2,4.9,2.6,7,0
3078,US-2022-146745-CHO-FUD-51000,03-09-2024,29-02-2028,3,146745,United States,San Francisco,California,94110,0,3,CHO-FUD-51000,8,7.2,2,4.8,2.4,2,0
3079,US-2022-113215-CHO-TRI-54000,03-09-2024,29-02-2028,3,113215,United States,Tucson,Arizona,85705,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,6,0
3080,US-2022-121608-CHO-FUD-51000,03-09-2024,26-02-2028,0,121608,United States,Bristol,Connecticut,6010,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,3,0
3081,US-2022-146745-CHO-SCR-58000,03-09-2024,29-02-2028,3,146745,United States,San Francisco,California,94110,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,5,0
3082,US-2022-149734-CHO-NUT-13000,03-09-2024,29-02-2028,3,149734,United States,Durham,North Carolina,27707,0,1,CHO-NUT-13000,10,24.43,7,17.43,7.0,6,1
3083,US-2022-138303-CHO-FUD-51000,03-09-2024,28-02-2028,3,138303,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-FUD-51000,8,21.6,6,14.4,7.2,6,1
3084,US-2022-169537-CHO-SCR-58000,03-09-2024,28-02-2028,2,169537,United States,Holland,Michigan,49423,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,7,0
3085,US-2022-130204-CHO-TRI-54000,03-09-2024,01-03-2028,3,130204,United States,San Francisco,California,94122,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,5,0
3086,US-2022-104185-CHO-SCR-58000,03-09-2024,29-02-2028,2,104185,United States,New York City,New York,10009,0,0,CHO-SCR-58000,12,3.6,1,2.5,1.1,2,0
3087,US-2022-138303-CHO-FUD-51000,03-09-2024,28-02-2028,3,138303,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-FUD-51000,8,10.8,3,7.2,3.6,7,0
3088,US-2022-138303-CHO-NUT-13000,03-09-2024,28-02-2028,3,138303,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-NUT-13000,10,3.49,1,2.49,1.0,2,0
3089,US-2022-130204-CHO-NUT-13000,03-09-2024,01-03-2028,3,130204,United States,San Francisco,California,94122,0,3,CHO-NUT-13000,10,6.98,2,4.98,2.0,7,0
3090,US-2022-130204-CHO-NUT-13000,03-09-2024,01-03-2028,3,130204,United States,San Francisco,California,94122,0,3,CHO-NUT-13000,10,17.45,5,12.45,5.0,5,2
3091,US-2022-121608-CHO-NUT-13000,03-09-2024,26-02-2028,0,121608,United States,Bristol,Connecticut,6010,0,0,CHO-NUT-13000,10,3.49,1,2.49,1.0,1,0
3092,US-2022-101924-CHO-SCR-58000,04-09-2024,01-03-2028,3,101924,United States,Medford,Oregon,97504,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,5,0
3093,US-2022-113523-CHO-SCR-58000,04-09-2024,29-02-2028,3,113523,United States,Philadelphia,Pennsylvania,19140,0,0,CHO-SCR-58000,12,14.4,4,10.0,4.4,5,2
3094,US-2022-142755-CHO-MIL-31000,04-09-2024,29-02-2028,3,142755,United States,Roswell,Georgia,30076,0,1,CHO-MIL-31000,9,6.5,2,4.22,2.28,2,0
3095,US-2022-142755-CHO-SCR-58000,04-09-2024,29-02-2028,3,142755,United States,Roswell,Georgia,30076,0,1,CHO-SCR-58000,12,7.2,2,5.0,2.2,2,0
3096,US-2022-142755-CHO-NUT-13000,04-09-2024,29-02-2028,3,142755,United States,Roswell,Georgia,30076,0,1,CHO-NUT-13000,10,17.45,5,12.45,5.0,5,2
3097,US-2022-159863-CHO-NUT-13000,04-09-2024,28-02-2028,2,159863,United States,Houston,Texas,77095,0,2,CHO-NUT-13000,10,10.47,3,7.47,3.0,5,0
3098,US-2022-142755-CHO-NUT-13000,04-09-2024,29-02-2028,3,142755,United States,Roswell,Georgia,30076,0,1,CHO-NUT-13000,10,17.45,5,12.45,5.0,5,2
3099,US-2022-130785-CHO-NUT-13000,05-09-2024,01-03-2028,3,130785,United States,San Diego,California,92105,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,2,2
3100,US-2022-130785-CHO-SCR-58000,05-09-2024,01-03-2028,3,130785,United States,San Diego,California,92105,0,3,CHO-SCR-58000,12,10.8,3,7.5,3.3,5,0
3101,US-2022-135510-CHO-SCR-58000,05-09-2024,04-03-2028,3,135510,United States,Charlottesville,Virginia,22901,0,1,CHO-SCR-58000,12,14.4,4,10.0,4.4,5,2
3102,US-2022-105158-CHO-FUD-51000,05-09-2024,02-03-2028,3,105158,United States,Rochester,Minnesota,55901,0,2,CHO-FUD-51000,8,7.2,2,4.8,2.4,4,0
3103,US-2022-162621-CHO-SCR-58000,05-09-2024,03-03-2028,3,162621,United States,Houston,Texas,77036,0,2,CHO-SCR-58000,12,18.0,5,12.5,5.5,1,2
3104,US-2022-130785-CHO-TRI-54000,05-09-2024,01-03-2028,3,130785,United States,San Diego,California,92105,0,3,CHO-TRI-54000,11,22.5,6,14.7,7.8,3,1
3105,US-2022-162621-CHO-TRI-54000,05-09-2024,03-03-2028,3,162621,United States,Houston,Texas,77036,0,2,CHO-TRI-54000,11,11.25,3,7.35,3.9,1,0
3106,US-2022-105158-CHO-NUT-13000,05-09-2024,02-03-2028,3,105158,United States,Rochester,Minnesota,55901,0,2,CHO-NUT-13000,10,10.47,3,7.47,3.0,4,0
3107,US-2022-162621-CHO-MIL-31000,05-09-2024,03-03-2028,3,162621,United States,Houston,Texas,77036,0,2,CHO-MIL-31000,9,29.25,9,18.99,10.26,3,1
3108,US-2022-150791-CHO-NUT-13000,06-09-2024,05-03-2028,3,150791,United States,New York City,New York,10024,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,7,0
3109,US-2022-138002-CHO-SCR-58000,06-09-2024,04-03-2028,3,138002,United States,Seattle,Washington,98103,0,3,CHO-SCR-58000,12,10.8,3,7.5,3.3,5,0
3110,US-2022-151435-CHO-FUD-51000,06-09-2024,01-03-2028,2,151435,United States,Lafayette,Louisiana,70506,0,1,CHO-FUD-51000,8,3.6,1,2.4,1.2,4,0
3111,US-2022-109015-CHO-SCR-58000,06-09-2024,04-03-2028,3,109015,United States,New York City,New York,10011,0,0,CHO-SCR-58000,12,3.6,1,2.5,1.1,7,0
3112,US-2022-138002-CHO-SCR-58000,06-09-2024,04-03-2028,3,138002,United States,Seattle,Washington,98103,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,5,0
3114,US-2022-133977-CHO-NUT-13000,06-09-2024,29-02-2028,2,133977,United States,Tamarac,Florida,33319,0,1,CHO-NUT-13000,10,3.49,1,2.49,1.0,6,0
3115,US-2022-160696-CHO-MIL-31000,06-09-2024,02-03-2028,3,160696,United States,Nashville,Tennessee,37211,0,1,CHO-MIL-31000,9,16.25,5,10.55,5.7,4,2
3116,US-2022-143238-CHO-SCR-58000,06-09-2024,29-02-2028,0,143238,United States,La Quinta,California,92253,0,3,CHO-SCR-58000,12,14.4,4,10.0,4.4,2,2
3117,US-2022-109015-CHO-FUD-51000,06-09-2024,04-03-2028,3,109015,United States,New York City,New York,10011,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,4,0
3118,US-2022-122623-CHO-NUT-13000,07-09-2024,03-03-2028,3,122623,United States,El Paso,Texas,79907,0,2,CHO-NUT-13000,10,6.98,2,4.98,2.0,4,0
3119,US-2022-164084-CHO-FUD-51000,07-09-2024,04-03-2028,3,164084,United States,New York City,New York,10011,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,2,0
3120,US-2022-105599-CHO-MIL-31000,07-09-2024,28-02-2028,1,105599,United States,New York City,New York,10011,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,3,0
3121,US-2022-161445-CHO-SCR-58000,07-09-2024,01-03-2028,2,161445,United States,Durham,North Carolina,27707,0,1,CHO-SCR-58000,12,14.4,4,10.0,4.4,1,2
3122,US-2022-164084-CHO-MIL-31000,07-09-2024,04-03-2028,3,164084,United States,New York City,New York,10011,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,5,0
3123,US-2022-102876-CHO-FUD-51000,07-09-2024,06-03-2028,3,102876,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-FUD-51000,8,10.8,3,7.2,3.6,4,0
3124,US-2022-102876-CHO-TRI-54000,07-09-2024,06-03-2028,3,102876,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-TRI-54000,11,3.75,1,2.45,1.3,5,0
3125,US-2022-164084-CHO-MIL-31000,07-09-2024,04-03-2028,3,164084,United States,New York City,New York,10011,0,0,CHO-MIL-31000,9,13.0,4,8.44,4.56,6,2
3126,US-2022-105599-CHO-NUT-13000,07-09-2024,28-02-2028,1,105599,United States,New York City,New York,10011,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,2,0
3127,US-2022-164084-CHO-FUD-51000,07-09-2024,04-03-2028,3,164084,United States,New York City,New York,10011,0,0,CHO-FUD-51000,8,10.8,3,7.2,3.6,5,0
3128,US-2022-110744-CHO-TRI-54000,07-09-2024,04-03-2028,3,110744,United States,Pasadena,California,91104,0,3,CHO-TRI-54000,11,26.25,7,17.15,9.1,2,1
3129,US-2022-164084-CHO-SCR-58000,07-09-2024,04-03-2028,3,164084,United States,New York City,New York,10011,0,0,CHO-SCR-58000,12,18.0,5,12.5,5.5,5,2
3130,US-2022-140557-CHO-FUD-51000,07-09-2024,03-03-2028,3,140557,United States,New York City,New York,10009,0,0,CHO-FUD-51000,8,25.2,7,16.8,8.4,1,1
3131,US-2022-102876-CHO-FUD-51000,07-09-2024,06-03-2028,3,102876,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-FUD-51000,8,21.6,6,14.4,7.2,1,1
3132,US-2022-151624-CHO-MIL-31000,08-09-2024,06-03-2028,3,151624,United States,Montgomery,Alabama,36116,0,1,CHO-MIL-31000,9,26.0,8,16.88,9.12,1,1
3133,US-2022-162166-CHO-MIL-31000,08-09-2024,03-03-2028,0,162166,United States,Moreno Valley,California,92553,0,3,CHO-MIL-31000,9,16.25,5,10.55,5.7,1,2
3134,US-2022-162166-CHO-NUT-13000,08-09-2024,03-03-2028,0,162166,United States,Moreno Valley,California,92553,0,3,CHO-NUT-13000,10,20.94,6,14.94,6.0,1,1
3135,CA-2022-153071-CHO-FUD-51000,08-09-2024,04-03-2028,3,153071,Canada,Montreal,Quebec,H1A,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,1,0
3136,US-2022-147242-CHO-NUT-13000,10-09-2024,06-03-2028,3,147242,United States,Revere,Massachusetts,2151,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,2,0
3137,US-2022-139374-CHO-TRI-54000,10-09-2024,06-03-2028,3,139374,United States,Austin,Texas,78745,0,2,CHO-TRI-54000,11,3.75,1,2.45,1.3,4,0
3138,US-2022-108672-CHO-MIL-31000,10-09-2024,08-03-2028,3,108672,United States,Los Angeles,California,90032,0,3,CHO-MIL-31000,9,19.5,6,12.66,6.84,5,2
3139,US-2022-147242-CHO-SCR-58000,10-09-2024,06-03-2028,3,147242,United States,Revere,Massachusetts,2151,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1,0
3140,US-2022-136658-CHO-SCR-58000,10-09-2024,09-03-2028,3,136658,United States,New York City,New York,10024,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,2,0
3141,US-2022-168186-CHO-FUD-51000,10-09-2024,07-03-2028,3,168186,United States,Tulsa,Oklahoma,74133,0,2,CHO-FUD-51000,8,10.8,3,7.2,3.6,2,0
3142,US-2022-147242-CHO-NUT-13000,10-09-2024,06-03-2028,3,147242,United States,Revere,Massachusetts,2151,0,0,CHO-NUT-13000,10,31.41,9,22.41,9.0,2,1
3143,US-2022-117772-CHO-TRI-54000,10-09-2024,04-03-2028,2,117772,United States,Seattle,Washington,98103,0,3,CHO-TRI-54000,11,22.5,6,14.7,7.8,4,1
3144,US-2022-132906-CHO-TRI-54000,10-09-2024,06-03-2028,3,132906,United States,Los Angeles,California,90004,0,3,CHO-TRI-54000,11,15.0,4,9.8,5.2,5,2
3145,US-2022-126186-CHO-NUT-13000,11-09-2024,04-03-2028,0,126186,United States,Aurora,Colorado,80013,0,3,CHO-NUT-13000,10,13.96,4,9.96,4.0,4,2
3146,US-2022-132465-CHO-SCR-58000,11-09-2024,07-03-2028,2,132465,United States,New York City,New York,10035,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,3,0
3147,US-2022-125934-CHO-FUD-51000,11-09-2024,10-03-2028,3,125934,United States,Paterson,New Jersey,7501,0,0,CHO-FUD-51000,8,14.4,4,9.6,4.8,7,2
3148,US-2022-125934-CHO-MIL-31000,11-09-2024,10-03-2028,3,125934,United States,Paterson,New Jersey,7501,0,0,CHO-MIL-31000,9,13.0,4,8.44,4.56,2,2
3149,US-2022-153794-CHO-MIL-31000,11-09-2024,08-03-2028,3,153794,United States,San Diego,California,92024,0,3,CHO-MIL-31000,9,22.75,7,14.77,7.98,3,1
3151,US-2022-125934-CHO-SCR-58000,11-09-2024,10-03-2028,3,125934,United States,Paterson,New Jersey,7501,0,0,CHO-SCR-58000,12,14.4,4,10.0,4.4,1,2
3152,US-2022-125934-OTH-GUM-21000,11-09-2024,10-03-2028,3,125934,United States,Paterson,New Jersey,7501,1,0,OTH-GUM-21000,13,3.75,3,1.95,1.8,7,0
3153,US-2022-165057-CHO-MIL-31000,11-09-2024,07-03-2028,3,165057,United States,Redlands,California,92374,0,3,CHO-MIL-31000,9,9.75,3,6.33,3.42,1,0
3154,US-2022-125934-CHO-FUD-51000,11-09-2024,10-03-2028,3,125934,United States,Paterson,New Jersey,7501,0,0,CHO-FUD-51000,8,21.6,6,14.4,7.2,4,1
3155,US-2022-132465-CHO-FUD-51000,11-09-2024,07-03-2028,2,132465,United States,New York City,New York,10035,0,0,CHO-FUD-51000,8,14.4,4,9.6,4.8,7,2
3156,US-2022-132465-OTH-LIC-15000,11-09-2024,07-03-2028,2,132465,United States,New York City,New York,10035,1,0,OTH-LIC-15000,5,20.0,1,10.0,10.0,5,2
3157,US-2022-132465-CHO-NUT-13000,11-09-2024,07-03-2028,2,132465,United States,New York City,New York,10035,0,0,CHO-NUT-13000,10,3.49,1,2.49,1.0,3,0
3158,US-2022-102016-CHO-MIL-31000,12-09-2024,10-03-2028,3,102016,United States,Auburn,New York,13021,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,5,0
3159,US-2022-102016-CHO-TRI-54000,12-09-2024,10-03-2028,3,102016,United States,Auburn,New York,13021,0,0,CHO-TRI-54000,11,3.75,1,2.45,1.3,4,0
3160,US-2022-102016-CHO-MIL-31000,12-09-2024,10-03-2028,3,102016,United States,Auburn,New York,13021,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1,0
3161,US-2022-166464-CHO-SCR-58000,12-09-2024,09-03-2028,3,166464,United States,New York City,New York,10035,0,0,CHO-SCR-58000,12,14.4,4,10.0,4.4,7,2
3162,US-2022-102016-CHO-FUD-51000,12-09-2024,10-03-2028,3,102016,United States,Auburn,New York,13021,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,5,0
3163,US-2022-102016-CHO-TRI-54000,12-09-2024,10-03-2028,3,102016,United States,Auburn,New York,13021,0,0,CHO-TRI-54000,11,18.75,5,12.25,6.5,5,2
3164,US-2022-102016-CHO-TRI-54000,12-09-2024,10-03-2028,3,102016,United States,Auburn,New York,13021,0,0,CHO-TRI-54000,11,7.5,2,4.9,2.6,1,0
3165,US-2022-128993-CHO-MIL-31000,12-09-2024,09-03-2028,2,128993,United States,Seattle,Washington,98103,0,3,CHO-MIL-31000,9,6.5,2,4.22,2.28,7,0
3166,US-2022-166464-CHO-MIL-31000,12-09-2024,09-03-2028,3,166464,United States,New York City,New York,10035,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,3,0
3167,US-2022-115567-CHO-NUT-13000,13-09-2024,10-03-2028,3,115567,United States,Columbus,Indiana,47201,0,2,CHO-NUT-13000,10,24.43,7,17.43,7.0,1,1
3168,US-2022-129007-CHO-NUT-13000,13-09-2024,07-03-2028,0,129007,United States,Anaheim,California,92804,0,3,CHO-NUT-13000,10,10.47,3,7.47,3.0,5,0
3169,US-2022-136728-CHO-MIL-31000,13-09-2024,09-03-2028,2,136728,United States,Chicago,Illinois,60623,0,2,CHO-MIL-31000,9,13.0,4,8.44,4.56,3,2
3171,US-2022-118843-CHO-NUT-13000,13-09-2024,12-03-2028,3,118843,United States,Atlanta,Georgia,30318,0,1,CHO-NUT-13000,10,10.47,3,7.47,3.0,1,0
3172,US-2022-129007-CHO-NUT-13000,13-09-2024,07-03-2028,0,129007,United States,Anaheim,California,92804,0,3,CHO-NUT-13000,10,10.47,3,7.47,3.0,5,0
